Index,Field Name,Cleancode 15 char,Cleancode 15 char,Location,Company name,Code,Founded,Status,Similarity,Company founded,Logging harvester company,CTL,Priority,Canadian logging jobs,Comments,CA logging job posts,MAPS,YP,SAFE,CERTIFICATION,Size,Top Logging contractor,Capacity,CTL,Area of operation,Owner,Type of operation 1,Type of operation 2,Address,City,Province,Postal code,Fone,WEBSITE LINK,Point based on name,Google Maps,WEBSITE
3242,Tom Neufeld Trucking Ltd,Tom Neufeld Tru,TOMNEUFELDTRU,BC,TOM NEUFELD TRUCKING LTD.,BC-0547905,1997-08-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,"2335 N Nadina Ave, Houston",,BC, V0J 1Z2 ,+1 250-845-3249,NA,,https://www.google.com/maps/place/Tom+Neufeld+Trucking+Ltd/data=!4m5!3m4!1s0x5475c6636f2e3c1f:0x6bf888e1ba2163b1!8m2!3d54.3989371!4d-126.6683253?authuser=0&hl=en&rclk=1,
3243,Tri Valley Construction Ltd,Tri Valley Cons,TRIVALLEYCONS,BC,TRI VALLEY CONSTRUCTION LTD.,BC-0469882,1994-04-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"Stout Street, Princeton",,BC, V0X 1W0,(250) 295-3944,NA,,https://www.google.com/maps/place/Tri+Valley+Construction+Ltd/data=!4m5!3m4!1s0x5483b3d119483d2b:0x44f2795b8edf7ffa!8m2!3d49.4517345!4d-120.5148972?authuser=0&hl=en&rclk=1,
3244,Warmac Ventures,Warmac Ventures,WARMACVENTURES,BC,WARMAC VENTURES LTD.,BC-0226041,1981-02-04 0:00,Active,0.9846,,,,,,,,Maps,,SAFE,BASE,>20 employees,Top logger,"550,000 cubic metres",Cut-to-length,Prince George,Vern Watt,"Softwood and hardwood, tree length, cut-to-length, cable logging",0,"9185 Rock Island Rd, Prince George",,BC, V2N 5T4,(250) 563-3838,NA,,https://www.google.com/maps/place/Warmac+Ventures/data=!4m5!3m4!1s0x53889e8732d63d83:0x6289d28dfa503275!8m2!3d53.8398615!4d-122.7368777?authuser=0&hl=en&rclk=1,
3245,Link River Industries Ltd,Link River Indu,LINKRIVERINDU,BC,LINK RIVER INDUSTRIES LTD.,BC-0804550,2007-10-04 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,NA,,?,,+1 250-468-0195,NA,,https://www.google.com/maps/place/Link+River+Industries+Ltd/data=!4m5!3m4!1s0x54638f5f7f5e2739:0x5532f6ced707f14c!8m2!3d54.3264307!4d-126.5540271?authuser=0&hl=en&rclk=1,
3246,C.A.S. Forest Care Ltd,C.A.S. Forest C,CASFORESTC,BC,C.A.S. FOREST CARE LTD.,BC-0435702,1992-11-13 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,ISEBASE,2-5 employed,,,,,,,,NA,,?,,+1 250-845-3411,casforestcare.com,,https://www.google.com/maps/place/C.A.S.+Forest+Care+Ltd/data=!4m5!3m4!1s0x5475c8c149b23ae5:0xb73fc5afbeb5ea69!8m2!3d62.3853314!4d-96.8177377?authuser=0&hl=en&rclk=1,
3247,Sarver Wood Fibre,Sarver Wood Fib,SARVERWOODFIB,BC,SARVER WOOD FIBRE LTD.,BC-0724985,2005-05-19 0:00,Active,0.9895,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,NA,,?,,(250) 395-1722,sarverwood.com,,https://www.google.com/maps/place/Sarver+Wood+Fibre/data=!4m5!3m4!1s0x53806fcda537d6d5:0xa1615c9270f7b98f!8m2!3d54.3264307!4d-124.5268441?authuser=0&hl=en&rclk=1,
3248,Poncho Trucking Ltd,Poncho Trucking,PONCHOTRUCKING,BC,PONCHO TRUCKING LTD.,BC-0436642,1992-11-30 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"722 Begbie Rd, Revelstoke",,BC,,(250) 837-6366,NA,,https://www.google.com/maps/place/Poncho+Trucking+Ltd/data=!4m5!3m4!1s0x537936e4a182c3b3:0xfadac2e992cafe20!8m2!3d50.9979147!4d-118.2248719?authuser=0&hl=en&rclk=1,
3249,B & M Hauling,B & M Hauling,BMHAULING,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,?,,,NA,,0,
3250,Kabi Lake Forest Products Inc,Kabi Lake Fores,KABILAKEFORES,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,?,,,http://www.kabilake.com/,,0,
3251,Mid-Boundary Contracting,Mid-Boundary Co,MIDBOUNDARYCO,BC,,,,,0.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,Midway,,BC, V0H 1M0,(250) 449-2322,https://midwaybc.ca/business-directory-2/444/mid-boundary-contracting-logging-contracting/,,https://www.google.com/maps/place/Mid-Boundary+Contracting/data=!4m5!3m4!1s0x5482ab4ceb95b767:0xdc6e40a58c420065!8m2!3d49.0102185!4d-118.7743535?authuser=0&hl=en&rclk=1,
3252,"Oak, Ash & Thorn","Oak, Ash & Thor",OAKASHTHOR,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,?,,,https://oakashandthorn.ca/,,0,
3253,Badger Contracting,Badger Contract,BADGERCONTRACT,BC,BADGER CONTRACTING,BC-FM0136735,1992-11-13 0:00,Active,1.0000,11/13/92,,,,,,,Maps,,,,,,,,,,,,"1475 Theatre Rd, Cranbrook",,BC, V1C 7G3,(250) 426-2220,https://www.badgerinc.com/,,https://www.google.com/maps/place/Badger+Contracting/data=!4m5!3m4!1s0x5364d8b0730da0f7:0x334a857868199a6d!8m2!3d49.5278453!4d-115.7555607?authuser=0&hl=en&rclk=1,
3254,Multech,Multech,MULTECH,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,?,,,https://www.britishcolumbia-business.com/company-multec-canada-ltd_1227634,,0,
3255,Hayes Vegetation Ltd,Hayes Vegetatio,HAYESVEGETATIO,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,?,,,https://www.hayesvegetation.com/,,0,
3256,Hydro One Eastern Forestry,Hydro One Easte,HYDROONEEASTE,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,Sharbot Lake,,?,,,https://www.hydroone.com/,,0,
3257,Amboy Logging Ltd,Amboy Logging L,AMBOYLOGGINGL,BC,AMBOY LOGGING LTD.,BC-1073970,2016-05-01 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"4238 Comeau Rd, Quesnel",,BC, V2J 6W8,(250) 992-8771,NA,,https://www.google.com/maps/place/Amboy+Logging+Ltd/data=!4m5!3m4!1s0x53870f5a66a4753d:0xefa7a0d60695fafd!8m2!3d53.0330883!4d-122.4853037?authuser=0&hl=en&rclk=1,NA
3258,Andy Meints Contracting Ltd,Andy Meints Con,ANDYMEINTSCON,BC,ANDY MEINTS CONTRACTING LTD.,BC-0348077,1988-07-06 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,Houston,,BC, ,+1 250-845-7319,NA,,https://www.google.com/maps/place/Andy+Meints+Contracting+Ltd/data=!4m5!3m4!1s0x5475c6635ea5ab89:0xc6d946a931ada87c!8m2!3d54.398374!4d-126.6665639?authuser=0&hl=en&rclk=1,NA
3259,ARG Logging,ARG Logging,ARGLOGGING,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,NA,,?,,+1 360-789-0588,loggingwashingtonstate.com,,https://www.google.com/maps/place/ARG+Logging/data=!4m5!3m4!1s0x54911512bbd80b9f:0xc23bf80b920c96a1!8m2!3d46.9958236!4d-122.4336804?authuser=0&hl=en&rclk=1,loggingwashingtonstate.com
3260,Asher Logging,Asher Logging,ASHERLOGGING,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,NA,,?,,NA,walogging.com,,https://www.google.com/maps/place/Asher+Logging/data=!4m5!3m4!1s0x5490f9559ada2111:0xfd09e43e6a4c1128!8m2!3d47.2544276!4d-121.9535496?authuser=0&hl=en&rclk=1,walogging.com
3261,Axelsson Logging Ltd,Axelsson Loggin,AXELSSONLOGGIN,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1649 Passage View Dr, Campbell River",,BC, V9W 6L2,(250) 923-7852,NA,,https://www.google.com/maps/place/Axelsson+Logging+Ltd/data=!4m5!3m4!1s0x5462a89a3dd33ed3:0xd00af0d168f3ae6b!8m2!3d49.979728!4d-125.22378?authuser=0&hl=en&rclk=1,NA
3262,BC Forest Safety,BC Forest Safet,BCFORESTSAFET,BC,,,,,0.0000,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,"420 Albert St, Nanaimo",,BC, V9R 2V7 ,+1 250-741-1060,bcforestsafe.org,,https://www.google.com/maps/place/BC+Forest+Safety/data=!4m5!3m4!1s0x5488a3fd22d9576d:0xe695ad3140f6881e!8m2!3d49.1622924!4d-123.9387383?authuser=0&hl=en&rclk=1,NA
3263,BC Interior Forestry Museum and Forest Discovery Centre,BC Interior For,BCINTERIORFOR,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"5205 Hwy 23 N, Revelstoke",,BC, V0E 2S0,(250) 837-8078,bcforestrymuseum.ca,,https://www.google.com/maps/place/BC+Interior+Forestry+Museum+and+Forest+Discovery+Centre/data=!4m5!3m4!1s0x53794e0d4ddf3f85:0x89b1c91456e6076!8m2!3d51.04414!4d-118.202657?authuser=0&hl=en&rclk=1,bcforestsafe.org
3264,Bear Creek Contracting,Bear Creek Cont,BEARCREEKCONT,BC,BEAR CREEK CONTRACTING LTD.,BC-0064751,1965-05-25 0:00,Active,0.9846,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,"3550 BC-16, Thornhill",,BC, V8G 5J3 ,+1 250-635-3407,bearcreekgroup.ca,,https://www.google.com/maps/place/Bear+Creek+Contracting/data=!4m5!3m4!1s0x5474974cb2003ddf:0x12b6cdc46b26d2f9!8m2!3d54.5228897!4d-128.5316901?authuser=0&hl=en&rclk=1,bcforestrymuseum.ca
3265,BENDICKSON CONTRACTORS LTD.,BENDICKSON CONT,BENDICKSONCONT,BC,BENDICKSON CONTRACTORS LTD.,BC-0098216,1971-02-05 0:00,Active,1.0000,02/05/71,,,,,,,Maps,,,,,,,,,,,,"Middle Point Rd, Campbell River",,BC, V9H 1N6 ,+1 250-830-1019,NA,,https://www.google.com/maps/place/BENDICKSON+CONTRACTORS+LTD./data=!4m5!3m4!1s0x5462b02d6f5e0097:0x22a23d6bca8910d4!8m2!3d50.0842294!4d-125.3109727?authuser=0&hl=en&rclk=1,bearcreekgroup.ca
3266,Bid Right Contracting Ltd,Bid Right Contr,BIDRIGHTCONTR,BC,BID RIGHT CONTRACTING LTD.,BC-0548085,1997-08-06 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,Top logger,"370,000 cubic metres",Cut-to-length,"Quesnel, Prince George, Mackenzie",Dan O'Brien,Tree length and cut-to-length,0,"9185 Rock Island Rd, Prince George",,BC, V2N 5T4,(250) 563-0353,NA,,https://www.google.com/maps/place/Bid+Right+Contracting+Ltd/data=!4m5!3m4!1s0x53889e874b23dc55:0x3f087a4192cd7f4d!8m2!3d53.8398615!4d-122.7368777?authuser=0&hl=en&rclk=1,NA
3267,Black Gold Landscape Supply,Black Gold Land,BLACKGOLDLAND,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"3599 Comox Logging Rd, Courtenay",,BC, V9N 9P3 ,+1 250-338-0338,comoxvalleylandscapesupplies.com,,https://www.google.com/maps/place/Black+Gold+Landscape+Supply/data=!4m5!3m4!1s0x5488149117c07b7b:0x80d1f62d6f0f675e!8m2!3d49.6570741!4d-124.9760292?authuser=0&hl=en&rclk=1,NA
3268,Blackwater Construction Co,Blackwater Cons,BLACKWATERCONS,BC,,,,,0.0000,,,,,,,,Maps,,,,,Top logger,"380,000 cubic metres",,Prince George,Terry O'Neill,Softwood/Tree length,0,"2274 Nicholson St S, Prince George",,BC, V2N 1V8,(250) 561-1729,NA,,https://www.google.com/maps/place/Blackwater+Construction+Co/data=!4m5!3m4!1s0x538898e4d9664269:0x1efafe59d8824e3d!8m2!3d53.901386!4d-122.7876741?authuser=0&hl=en&rclk=1,NA
3269,Bouleau Lake Logging LTD,Bouleau Lake Lo,BOULEAULAKELO,BC,BOULEAU LAKE LOGGING LTD.,BC-1249435,2020-05-06 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,NA,,?,,(250) 683-2009,NA,,https://www.google.com/maps/place/Bouleau+Lake+Logging+LTD/data=!4m5!3m4!1s0x537e8b53cc2c58c5:0xc3fa22594cf0d931!8m2!3d54.3264307!4d-126.5540271?authuser=0&hl=en&rclk=1,comoxvalleylandscapesupplies.com
3270,Bounty Logging Ltd,Bounty Logging ,BOUNTYLOGGING,BC,LA BOUNTY LOGGING LTD.,BC-0168955,1977-12-12 0:00,Active,0.9176,,,,,,,,Maps,,,,,,,,,,,,"3364 Gates Rd, West Kelowna",,BC, V4T 1B3,(250) 768-2986,NA,,https://www.google.com/maps/place/Bounty+Logging+Ltd/data=!4m5!3m4!1s0x54820b273bb3b145:0xf3affca3697cdd8a!8m2!3d49.8423984!4d-119.6703937?authuser=0&hl=en&rclk=1,NA
3271,Brown M L Logging,Brown M L Loggi,BROWNMLLOGGI,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"2207 Burgess Ave, Merritt",,BC, V1K 1R3,(250) 378-5524,NA,,https://www.google.com/maps/place/Brown+M+L+Logging/data=!4m5!3m4!1s0x548190dd9a060299:0xdade26d451b1bde7!8m2!3d50.1180078!4d-120.7804013?authuser=0&hl=en&rclk=1,NA
3272,BVR Contractors Ltd,BVR Contractors,BVRCONTRACTORS,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"Richards Rd, Celista",,BC, V0E 1M6 ,+1 250-955-2924,NA,,https://www.google.com/maps/place/BVR+Contractors+Ltd/data=!4m5!3m4!1s0x537f1ac000000001:0xb75b9023f4f5e913!8m2!3d50.9726129!4d-119.3298536?authuser=0&hl=en&rclk=1,NA
3273,C Baggett Logging Ltd,C Baggett Loggi,CBAGGETTLOGGI,BC,C. BAGGETT LOGGING LTD.,BC-1000096,2014-05-01 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"Cedarside Rd, Valemount",,BC, V0E 2Z0,(250) 566-4873,NA,,https://www.google.com/maps/place/C+Baggett+Logging+Ltd/data=!4m5!3m4!1s0x5383a0a528385793:0x86a3a9ff937917b4!8m2!3d52.8030826!4d-119.2418763?authuser=0&hl=en&rclk=1,NA
3274,C T L Logging Ltd,C T L Logging L,CTLLOGGINGL,BC,T.L.C. LOGGING LTD.,BC-0527505,1996-09-20 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"Trlr 6525 Sinkut Falls Rd, Vanderhoof",,BC, V0J 3A0,(250) 567-5590,NA,,https://www.google.com/maps/place/C+T+L+Logging+Ltd/data=!4m5!3m4!1s0x538844c736bc6f0b:0x4367d493d77d1a36!8m2!3d53.956839!4d-123.8507281?authuser=0&hl=en&rclk=1,NA
3275,C&C Wood Products Ltd.,C&C Wood Produc,CCWOODPRODUC,BC,C. & C. WOOD PRODUCTS LTD.,BC-0160236,1977-04-12 0:00,Inactive,1.0000,,,,,,,,Maps,,,,,,,,,,,,"1751 Quesnel-Hixon Rd, Quesnel",,BC, V2J 5Z5,(250) 992-7471,NA,,https://www.google.com/maps/place/C%26C+Wood+Products+Ltd./data=!4m5!3m4!1s0x538706232518fd91:0xe6a6d502911cd0b9!8m2!3d53.0150232!4d-122.512439?authuser=0&hl=en&rclk=1,NA
3276,Cameron River Logging Ltd,Cameron River L,CAMERONRIVERL,BC,CAMERON LOGGING LTD.,BC-0191534,1979-05-24 0:00,Active,0.9333,,,,,,,,Maps,,,,,,,,,,,,"10115 100 Ave, Taylor",,BC, V0C 2K0,(250) 789-3621,NA,,https://www.google.com/maps/place/Cameron+River+Logging+Ltd/data=!4m5!3m4!1s0x53923204954d2d95:0x64430272d24809b3!8m2!3d56.1590476!4d-120.6898516?authuser=0&hl=en&rclk=1,NA
3277,Canadian Freightways,Canadian Freigh,CANADIANFREIGH,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"Government St, Burns Lake",,BC, ,+1 250-692-3377,canadianfreightways.com,,https://www.google.com/maps/place/Canadian+Freightways/data=!4m5!3m4!1s0x54760f98401d52f9:0xfa65dd614cd3a158!8m2!3d54.2318452!4d-125.7653166?authuser=0&hl=en&rclk=1,NA
3278,Canadian Pacific Excavating - Excavating Contractor Abbotsford,Canadian Pacifi,CANADIANPACIFI,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"29939 Taylor Rd, Abbotsford",,BC, V4X 2B3 ,+1 604-309-0291,canadianpacificexcavating.ca,,https://www.google.com/maps/place/Canadian+Pacific+Excavating+-+Excavating+Contractor+Abbotsford/data=!4m5!3m4!1s0x548433681cf9f3c1:0x5b39baaa5e29619f!8m2!3d49.1188519!4d-122.394245?authuser=0&hl=en&rclk=1,NA
3279,Canfor - Mackenzie,Canfor - Macken,CANFORMACKEN,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1801 Mill Rd, Mackenzie",,BC, V0J 2C0,(250) 997-3271,canfor.com,,https://www.google.com/maps/place/Canfor+-+Mackenzie/data=!4m5!3m4!1s0x538c2193eb6f751d:0x26b31d315f9604e3!8m2!3d55.299297!4d-123.161143?authuser=0&hl=en&rclk=1,canadianfreightways.com
3280,Canfor - Plateau,Canfor - Platea,CANFORPLATEA,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1399 Bearhead Rd, Vanderhoof",,BC, V0J 3A2,(250) 567-4725,canfor.com,,https://www.google.com/maps/place/Canfor+-+Plateau/data=!4m5!3m4!1s0x538835b936113c9d:0xfd25e8312fb76008!8m2!3d54.0238571!4d-124.3261109?authuser=0&hl=en&rclk=1,canadianpacificexcavating.ca
3281,Canfor - Polar,Canfor - Polar,CANFORPOLAR,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"36654 Hart Hwy, Bear Lake",,BC, V0J 3G0,(250) 972-4700,canfor.com,,https://www.google.com/maps/place/Canfor+-+Polar/data=!4m5!3m4!1s0x538f2ca24b6b6da3:0x81dfb9520641ff4!8m2!3d54.5003034!4d-122.6745387?authuser=0&hl=en&rclk=1,canfor.com
3282,Canfor - Vavenby,Canfor - Vavenb,CANFORVAVENB,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"2996 McCorvie Rd, Vavenby",,BC, V0E 3A0,(250) 676-9518,canfor.com,,https://www.google.com/maps/place/Canfor+-+Vavenby/data=!4m5!3m4!1s0x537f607ea0d16f89:0xfc6321de7786b646!8m2!3d51.5836221!4d-119.7334286?authuser=0&hl=en&rclk=1,canfor.com
3283,Canoe Creeek Logging Inc,Canoe Creeek Lo,CANOECREEEKLO,BC,CANOE CREEK LOGGING INC.,BC-0400783,1991-02-04 0:00,Active,0.9833,,,,,,,,Maps,,,,,,,,,,,,"11 Ave, New Hazelton",,BC, V0J 2J0,(250) 842-6636,NA,,https://www.google.com/maps/place/Canoe+Creeek+Logging+Inc/data=!4m5!3m4!1s0x5475491a442b061b:0x37dd56666f6b0fba!8m2!3d55.2458121!4d-127.5843811?authuser=0&hl=en&rclk=1,canfor.com
3284,Chabot & Levesque Logging Co,Chabot & Levesq,CHABOTLEVESQ,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"770 Lundell Rd, Revelstoke",,BC, V0E 2S0,(250) 837-3924,NA,,https://www.google.com/maps/place/Chabot+%26+Levesque+Logging+Co/data=!4m5!3m4!1s0x537936e2df4d803b:0x13604c93c85ab733!8m2!3d50.9985282!4d-118.2200792?authuser=0&hl=en&rclk=1,canfor.com
3285,Chil Logging Ltd,Chil Logging Lt,CHILLOGGINGLT,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1901 Theatre Rd, Cranbrook",,BC, V1C 7G3,(250) 489-9397,NA,,https://www.google.com/maps/place/Chil+Logging+Ltd/data=!4m5!3m4!1s0x5364d8a3f2014951:0x4db16b4df9247e3f!8m2!3d49.532185!4d-115.75405?authuser=0&hl=en&rclk=1,NA
3286,Cochrane Contracting,Cochrane Contra,COCHRANECONTRA,BC,COCHRANE CONTRACTING LTD.,BC-0429013,1992-07-14 0:00,Active,0.9818,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"2000 Shop Rd, Woss",,BC, V0N 3P0 ,+1 250-281-2291,NA,,https://www.google.com/maps/place/Cochrane+Contracting/data=!4m5!3m4!1s0x54630065720e36c3:0xc5f4c739f3c3eac3!8m2!3d50.2153545!4d-126.6030884?authuser=0&hl=en&rclk=1,NA
3287,Conifex Timber Inc,Conifex Timber ,CONIFEXTIMBER,BC,CONIFEX TIMBER INC.,BC-A0104354,2017-11-30 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"2700 Queensway, Prince George",,BC, V2L 1N2,(250) 996-8241,conifex.com,,https://www.google.com/maps/place/Conifex+Timber+Inc/data=!4m5!3m4!1s0x53889928e7036b91:0xb11a479778632226!8m2!3d53.8949349!4d-122.7408847?authuser=0&hl=en&rclk=1,NA
3288,Coueffin Construction Ltd,Coueffin Constr,COUEFFINCONSTR,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1200 Oscar St, Revelstoke",,BC, V0E 2S1,(250) 837-4289,NA,,https://www.google.com/maps/place/Coueffin+Construction+Ltd/data=!4m5!3m4!1s0x537937a3f866bbe3:0xe74840780f1d204b!8m2!3d50.991613!4d-118.178219?authuser=0&hl=en&rclk=1,NA
3289,Cowichan Lake Timber,Cowichan Lake T,COWICHANLAKET,BC,COWICHAN LAKE TIMBER LTD.,BC-0637217,2001-11-14 0:00,Active,0.9867,,,,,,,,Maps,,,,,,,,,,,,"8875 Logging Truck Rd, Lake Cowichan",,BC, V0R 2G1 ,NA,NA,,https://www.google.com/maps/place/Cowichan+Lake+Timber/data=!4m5!3m4!1s0x5488cb36fcdd9f4b:0x16cf67c7e624d1fc!8m2!3d48.8356643!4d-124.0918514?authuser=0&hl=en&rclk=1,NA
3290,Cranberry Valley Logging Ltd,Cranberry Valle,CRANBERRYVALLE,BC,CRANBERRY VALLEY LOGGING LTD.,BC-0117473,1973-04-09 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"BC-16, Smithers",,BC, V0J 2N6 ,+1 250-847-3191,NA,,https://www.google.com/maps/place/Cranberry+Valley+Logging+Ltd/data=!4m5!3m4!1s0x5475a72b938fdea7:0xa9331ed5e73c9cc5!8m2!3d54.7748541!4d-127.153447?authuser=0&hl=en&rclk=1,NA
3291,CTL Contractors Ltd,CTL Contractors,CTLCONTRACTORS,BC,CTL CONTRACTORS LTD.,BC-0483599,1994-11-03 0:00,Active,1.0000,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"2150 Steel Rd, Prince George",,BC, V2K 5B7,(250) 962-8375,ctlcontractors.com,,https://www.google.com/maps/place/CTL+Contractors+Ltd/data=!4m5!3m4!1s0x53889803035ca203:0xb9934389e7d6067!8m2!3d53.972313!4d-122.764754?authuser=0&hl=en&rclk=1,conifex.com
3292,Custom Logging & Site Development LLC,Custom Logging ,CUSTOMLOGGING,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,NA,,?,,+1 360-914-0295,customloggingllc.com,,https://www.google.com/maps/place/Custom+Logging+%26+Site+Development+LLC/data=!4m5!3m4!1s0x548ff19cf694bf6b:0x77d7b8af8cffb129!8m2!3d48.1511023!4d-122.5424156?authuser=0&hl=en&rclk=1,NA
3293,Cypress Creek Logging Ltd,Cypress Creek L,CYPRESSCREEKL,BC,CYPRESS CREEK LOGGING LIMITED,BC-0173370,1978-04-05 0:00,Active,0.8873,,,,,,,,Maps,,SAFE,BASE,>20 employees,,,,,,,,"515 Industrial Park Pl, Gold River",,BC, V0P 1G0,(250) 286-7225,NA,,https://www.google.com/maps/place/Cypress+Creek+Logging+Ltd/data=!4m5!3m4!1s0x54627cfd6388e447:0xb44e8e21e1ed9bf9!8m2!3d49.7727589!4d-126.0557255?authuser=0&hl=en&rclk=1,NA
3294,Dawson Long Contracting Ltd,Dawson Long Con,DAWSONLONGCON,BC,DAWSON LONG CONTRACTING LTD.,BC-0308597,1986-05-01 0:00,Active,1.0000,,,,,,,,Maps,,,,,,,,,,,,"2026 Boucherie Rd, Westbank",,BC, V4T 2E1,(250) 768-4217,NA,,https://www.google.com/maps/place/Dawson+Long+Contracting+Ltd/data=!4m5!3m4!1s0x54827542d2a36631:0x2a37c429ab435109!8m2!3d49.826767!4d-119.602043?authuser=0&hl=en&rclk=1,NA
3295,Dertell Logging,Dertell Logging,DERTELLLOGGING,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"60 Chichouyenily Dr, Mackenzie",,BC, V0J 2C0,(250) 997-5665,NA,,https://www.google.com/maps/place/Dertell+Logging/data=!4m5!3m4!1s0x538c21eafe885cdd:0x9be6685b98e5a1c5!8m2!3d55.3318485!4d-123.1000354?authuser=0&hl=en&rclk=1,ctlcontractors.com
3296,DLB Logging Ltd,DLB Logging Ltd,DLBLOGGINGLTD,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,"1046 Middleton Way, Vernon",,BC, V1B 2P1,(250) 558-6125,NA,,https://www.google.com/maps/place/DLB+Logging+Ltd/data=!4m5!3m4!1s0x537dd922f6d3e56b:0x447603be030c1198!8m2!3d50.2486613!4d-119.2548244?authuser=0&hl=en&rclk=1,customloggingllc.com
3297,Duz Cho Forest Products,Duz Cho Forest ,DUZCHOFOREST,BC,DUZ CHO FOREST PRODUCTS LTD.,BC-0996890,2014-03-18 0:00,Active,0.9900,,,,,,,,Maps,,,,,,,,,,,,Mackenzie,,BC,,NA,duzcho.com,,https://www.google.com/maps/place/Duz+Cho+Forest+Products/data=!4m5!3m4!1s0x538c1f6a022cb001:0x6dfa811ef2dfd121!8m2!3d55.3129382!4d-123.1510726?authuser=0&hl=en&rclk=1,NA
3298,Ed Coupland Contracting,Ed Coupland Con,EDCOUPLANDCON,BC,ED COUPLAND CONTRACTING LTD.,BC-0297844,1985-09-18 0:00,Active,0.9882,,,,,,,,Maps,,SAFE,SEBASE,6-19 employed,,,,,,,,"709 14 St S, Golden",,BC, V0A 1H0,(250) 344-6865,NA,,https://www.google.com/maps/place/Ed+Coupland+Contracting/data=!4m5!3m4!1s0x5379bf9625496f93:0x4a456abb6341b0c9!8m2!3d51.2916186!4d-116.9694962?authuser=0&hl=en&rclk=1,facebook.com
3299,Edwards & Assoc Logging Ltd,Edwards & Assoc,EDWARDSASSOC,BC,,,,,0.0000,,,,,,,,Maps,,,,,Top logger,"317,000 cubic metres",Cut-to-length,Queen Charlotte Islands,"Stan Schiller, Brad Billings",Softwood/Cut-to-length,0,"35 Yakoun St, Port Clements",,BC, V0T 1R0,(250) 557-4580,NA,,https://www.google.com/maps/place/Edwards+%26+Assoc+Logging+Ltd/data=!4m5!3m4!1s0x5412d1844a2c927b:0xe29bd23bb6777ca5!8m2!3d53.6851745!4d-132.1859437?authuser=0&hl=en&rclk=1,NA
3300,Englewood Railway,Englewood Railw,ENGLEWOODRAILW,BC,,,,,0.0000,,,,,,,,Maps,,,,,,,,,,,,Mount Waddington D,,BC, ,NA,NA,,https://www.google.com/maps/place/Englewood+Railway/data=!4m5!3m4!1s0x5463a6dae696c7a1:0xccf791d830b92c08!8m2!3d50.334926!4d-126.9182894?authuser=0&hl=en&rclk=1,NA
